OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,X,Y,GEOCODESTATUS,SHAPE,PERMITID
892,04092017001,NI ASIAN KITCHEN,8817 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 916-5106,2015/07/28 00:00:00+00,1 - Restaurant,-78.65461063,35.89932731,M,,Not Provided
893,04092017012,CAROLINA SUSHI   ROLL,5951-107 POYNER VILLAGE PKY ,,RALEIGH,NC,27616,(919) 981-5835,2015/08/28 00:00:00+00,1 - Restaurant,-78.56916558,35.86464073,M,,Not Provided
894,04092017016,KRAFTY'S PIZZA PUB,1177 TIMBER DR E ,,GARNER,NC,27529,(919) 329-8000,2015/09/03 00:00:00+00,1 - Restaurant,-78.57544624,35.68894411,M,,Not Provided
895,04092017018,FOOD LION #1338 DELI,620 LAURA DUNCAN RD ,,APEX,NC,27502,(919) 362-3904,2015/09/01 00:00:00+00,1 - Restaurant,-78.84201291,35.73510393,M,,Not Provided
896,04092017017,PANDA GARDEN,1440-103 BROGDEN WOODS DR ,,WAKE FOREST,NC,28587,(919) 848-5883,2015/09/04 00:00:00+00,1 - Restaurant,-78.69147587,35.99120972,M,,Not Provided
897,04092017022,1887 BISTRO,2610 CATES AVE ,,RALEIGH,NC,27695,(919) 513-6046,2015/09/04 00:00:00+00,1 - Restaurant,-78.67872314,35.78447976,M,,Not Provided
898,04092017023,MI RANCHO MEXICAN RESTAURANT,2549 S SAUNDERS ST ,,RALEIGH,NC,27603,(919) 836-0807,2015/09/16 00:00:00+00,1 - Restaurant,-78.64827489,35.74908293,M,,Not Provided
899,04092017026,N. C. BAGEL CAFE   DELI,3108 GRACE PARK DR ,,MORRISVILLE,NC,27560,(919) 469-2777,2015/12/19 00:00:00+00,1 - Restaurant,-78.84652233,35.821117,M,,Not Provided
900,04092017027,CAPITAL OAKS CULINARY   DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015/09/17 00:00:00+00,1 - Restaurant,-78.69653237,35.86810758,M,,Not Provided
901,04092017032,LOS TRES MAGUEYES,995 AIRPORT BLVD ,,MORRISVILLE,NC,27560,(919) 465-0217,2015/09/22 00:00:00+00,1 - Restaurant,-78.82030966,35.85954674,M,,Not Provided
902,04092017030,CHIPOTLE 2485,204 CROSSROADS BLVD ,SUITE 212,CARY,NC,27518,(919) 233-8242,2015/09/14 00:00:00+00,1 - Restaurant,-78.74109703,35.76025118,M,,Not Provided
903,04092017033,LONGHORN 5556,300 CONSERVATION RD ,,GARNER,NC,27529,(919) 772-7707,2015/09/17 00:00:00+00,1 - Restaurant,-78.58232308,35.69664811,M,,Not Provided
904,04092017035,NINA'S RISTORANTE,8801 LEADMINE RD ,,RALEIGH,NC,27615-2722,(919) 845-1122,2015/10/05 00:00:00+00,1 - Restaurant,-78.65724712,35.9051959,M,,Not Provided
905,04092017039,BISTRO IN THE PARK,201 HARRISON OAKS BLVD,,CARY,NC,27513-5544,(919) 677-1840,2015/11/12 00:00:00+00,1 - Restaurant,-78.77139094,35.83301608,M,,Not Provided
906,04092017045,WAFFLE HOUSE #378,3909 HILLSBOROUGH ST ,,RALEIGH,NC,27603,(919) 833-1247,2015/09/30 00:00:00+00,1 - Restaurant,-78.69054455,35.79444318,M,,Not Provided
907,04092017046,DOS TAQUITOS,6101 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3373,2015/09/30 00:00:00+00,1 - Restaurant,-78.70209786,35.85487607,M,,Not Provided
908,04092017048,FOOD LION #2196 DELI,3609 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4195,2015/10/07 00:00:00+00,1 - Restaurant,-78.84918557,35.8221795,M,,Not Provided
909,04092017049,DON JULIO MEXICAN RESTAURANT,12516-104 CAPITAL BLVD ,,WAKE FOREST,NC,27587,(984) 235-1537,2015/10/08 00:00:00+00,1 - Restaurant,-78.53270457,35.98593529,M,,Not Provided
910,04092017052,NOODLES   COMPANY #866,1055 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 362-9153,2015/10/09 00:00:00+00,1 - Restaurant,-78.87238782,35.74374594,M,,Not Provided
911,04092017053,CHILI'S GRILL   BAR #1566,111 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-7841,2015/10/09 00:00:00+00,1 - Restaurant,-78.84936301,35.65966578,M,,Not Provided
912,04092017054,METLIFE 1 JUICE BAR,101 METLIFE WAY ,,CARY,NC,27513,(919) 907-5617,2015/10/13 00:00:00+00,1 - Restaurant,-78.79975401,35.83005542,M,,Not Provided
913,04092017055,FOOD LION #1514 DELI,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015/10/13 00:00:00+00,1 - Restaurant,-78.81120592,35.8045755,M,,Not Provided
914,04092017059,HARDEE'S #1655,1560 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 552-9772,2015/10/15 00:00:00+00,1 - Restaurant,-78.8035376,35.60446164,M,,Not Provided
915,04092017060,DQ GRILL   CHILL #24227,2105 TEN TEN RD ,,APEX,NC,27539,(919) 387-3809,2015/10/16 00:00:00+00,1 - Restaurant,-78.819009,35.7216782,M,,Not Provided
916,04092017062,A SLICE OF NY PIZZA,2316-102 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 838-0011,2015/10/20 00:00:00+00,1 - Restaurant,-78.66664947,35.78770917,M,,Not Provided
917,04092017063,OISO SUSHI   KOREAN,1305 NW MAYNARD RD ,,CARY,NC,27513,(919) 665-7587,2015/10/21 00:00:00+00,1 - Restaurant,-78.81100001,35.78581026,M,,Not Provided
918,04092017064,ALOFT REFUEL AND WXYZ LOUNGE,2100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 828-9900,2015/10/22 00:00:00+00,1 - Restaurant,-78.66354397,35.78687334,M,,Not Provided
919,04092017067,IHOP #2130,7304 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 552-8570,2015/10/30 00:00:00+00,1 - Restaurant,-78.83001067,35.63485497,M,,Not Provided
920,04092017071,PERI BROTHERS PIZZA,7321 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 844-6692,2015/11/06 00:00:00+00,1 - Restaurant,-78.64730313,35.88064315,M,,Not Provided
921,04092017086,NORTH RIDGE PUB,6010-B FALLS OF NEUSE RD ,,RALEIGH,NC,27609,(919) 981-6005,2015/11/09 00:00:00+00,1 - Restaurant,-78.61874122,35.86627999,M,,Not Provided
922,04092017088,BAHAMA BREEZE RESTAURANT,3309 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 872-6330,2015/11/18 00:00:00+00,1 - Restaurant,-78.62050623,35.82855957,M,,Not Provided
923,04092017089,RISE CAMERON VILLAGE,530 DANIELS ST ,,RALEIGH,NC,27605,(984) 200-6966,2015/11/20 00:00:00+00,1 - Restaurant,-78.66105896,35.79148992,M,,Not Provided
924,04092017092,CHICK-FIL-A #3448,7107 O'KELLY CHAPEL RD ,,CARY,NC,27519,(919) 466-9525,2015/11/17 00:00:00+00,1 - Restaurant,-78.88733365,35.84522109,M,,Not Provided
925,04092017090,HONEYBAKED HAM   CAFE,14460 FALLS OF NEUSE RD ,SUITE 161,RALEIGH,NC,27614,(919) 263-1796,2015/11/20 00:00:00+00,1 - Restaurant,-78.54362149,35.94386897,M,,Not Provided
926,04092017094,J J CHINA,3607 DAVIS DR ,STE 114,MORRISVILLE,NC,27560,(919) 380-7168,2015/12/07 00:00:00+00,1 - Restaurant,-78.84976358,35.82130617,M,,Not Provided
927,04092017097,HAMPTON INN BREAKFAST,110 DREXMERE ST ,,GARNER,NC,27529,(919) 772-6500,2015/11/20 00:00:00+00,1 - Restaurant,-78.64137673,35.7220281,M,,Not Provided
928,04092017110,PRIMO PIZZA NY STYLE,682 CARY TOWNE BLVD ,,CARY,NC,27511,(919) 380-2729,2015/12/16 00:00:00+00,1 - Restaurant,-78.76562102,35.77485801,M,,Not Provided
929,04092017113,BLAZE PIZZA #1125,140 CABELA DR ,,GARNER,NC,27529,(919) 772-1021,2015/12/16 00:00:00+00,1 - Restaurant,-78.58356058,35.69798885,M,,Not Provided
930,04092017111,BOJANGLES #51,1425 BROGDEN WOODS DR ,,WAKE FOREST,NC,27587,(919) 846-6564,2015/12/04 00:00:00+00,1 - Restaurant,-78.69147587,35.99120972,M,,Not Provided
931,04092017114,STEWART'S BISTRO,3652 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-2233,2015/12/11 00:00:00+00,1 - Restaurant,-78.50482784,35.94464405,M,,Not Provided
932,04092017116,MUM'S JAMAICAN RESTAURANT,3901-101 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 615-2332,2015/12/14 00:00:00+00,1 - Restaurant,-78.58517482,35.8349864,M,,Not Provided
933,04092017117,MY WAY TAVERN,522 ST. MARY'S ST ,,RALEIGH,NC,27605,(919) 900-8273,2015/12/04 00:00:00+00,1 - Restaurant,-78.65060281,35.78716042,M,,Not Provided
934,04092017124,J   S NEW YORK PIZZA,804 PERRY RD ,,APEX,NC,27502,(919) 363-0071,2015/12/28 00:00:00+00,1 - Restaurant,-78.84460908,35.72084835,M,,Not Provided
935,04092017127,HOLIDAY INN EXPRESS BREAKFAST,3618 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 256-2800,2016/01/05 00:00:00+00,1 - Restaurant,-78.57834823,35.796368,M,,Not Provided
936,04092017126,SASSOOL,1347 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 300-5586,2015/12/07 00:00:00+00,1 - Restaurant,-78.78193785,35.75976468,M,,Not Provided
937,04092017132,WAFFLE HOUSE #2171,102 PEARCES RD ,,ZEBULON,NC,27597,(919) 404-4600,2016/01/14 00:00:00+00,1 - Restaurant,-78.32387482,35.83922598,M,,Not Provided
938,04092017135,GOOD HARVEST,1104 LEDSOME LN ,SUITE 105,CARY,NC,27511,(919) 322-5558,2016/01/19 00:00:00+00,1 - Restaurant,-78.74822919,35.76313034,M,,Not Provided
939,04092017138,CIRCLE K #2723635,4402 TEN TEN RD ,,APEX,NC,27539,(919) 363-7650,2016/02/25 00:00:00+00,1 - Restaurant,-78.77213694,35.69447836,M,,Not Provided
940,04092017144,MOE'S #100810,8111-101 CREEDMOOR RD ,,RALEIGH,NC,27613,(919) 803-0542,2016/01/29 00:00:00+00,1 - Restaurant,-78.68248846,35.8985009,M,,Not Provided
941,04092017143,JUBALA COFFEE,2100-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 792-1767,2016/01/28 00:00:00+00,1 - Restaurant,-78.66354397,35.78687334,M,,Not Provided
942,04092017149,AJ'S FOOD MART,6204 TEN TEN RD ,,APEX,NC,27502,(919) 779-3900,2016/02/18 00:00:00+00,1 - Restaurant,-78.73671029,35.67670277,M,,Not Provided
943,04092017158,ARBY'S #7668,2104 S MAIN ST ,,WAKE FOREST,NC,27587,(919) 556-6724,2016/02/26 00:00:00+00,1 - Restaurant,-78.53398975,35.94899005,M,,Not Provided
944,04092017161,VIC'S ITALIAN RESTAURANT   PIZZERIA,4035-109 LAKE BOONE TRL ,,RALEIGH,NC,27607,(984) 200-9292,2016/02/26 00:00:00+00,1 - Restaurant,-78.6970997,35.81457601,M,,Not Provided
945,04092017160,SUSHI SIAM,928 GATEWAY COMMONS CIR ,,WAKE FOREST,NC,27587,(919) 263-8241,2016/02/19 00:00:00+00,1 - Restaurant,-78.49517643,35.96733271,M,,Not Provided
946,04092017168,BUFFALO BROTHERS GARNER,7245 WHITE OAK RD ,,GARNER,NC,27529,(919) 803-1939,2016/03/03 00:00:00+00,1 - Restaurant,-78.58073891,35.68789077,M,,Not Provided
947,04092017169,THE PROVINCIAL,119 N SALEM ST ,,APEX,NC,27502,(919) 372-5921,2016/03/02 00:00:00+00,1 - Restaurant,-78.85138233,35.73144127,M,,Not Provided
948,04092017178,RALEIGH RAW,7 W HARGETT ST ,,RALEIGH,NC,27601,(919) 400-0944,2016/03/14 00:00:00+00,1 - Restaurant,-78.63958047,35.77809884,M,,Not Provided
949,04092017186,STARBUCKS #25115,180 CABELA DR ,,GARNER,NC,27529,(919) 819-5059,2016/03/29 00:00:00+00,1 - Restaurant,-78.58356058,35.69798885,M,,Not Provided
950,04092017181,COSTCO WHOLESALE #1206 FOOD COURT,1021 PINE PLAZA DR ,,APEX,NC,27523,(919) 331-6035,2016/03/14 00:00:00+00,1 - Restaurant,-78.82726692,35.74641768,M,,Not Provided
951,04092017187,THE 19TH HOLE,1527 TRYON RD ,,RALEIGH,NC,27603,(919) 772-9987,2016/04/01 00:00:00+00,1 - Restaurant,-78.66755414,35.73522176,M,,Not Provided
952,04092017192,STARBUCKS #19453,185 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-3246,2016/04/05 00:00:00+00,1 - Restaurant,-78.84941991,35.66264621,M,,Not Provided
953,04092017198,THE FORKS CAFETERIA AND CATERING,339 S BROOKS ST ,,WAKE FOREST,NC,27587-2901,(919) 556-6544,2016/04/18 00:00:00+00,1 - Restaurant,-78.50893309,35.97552162,M,,Not Provided
954,04092017203,CHUY'S #72,1035 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 388-7453,2016/04/12 00:00:00+00,1 - Restaurant,-78.88869181,35.84658691,M,,Not Provided
955,04092017205,LOWES FOODS #185 DELI,1845 AVERSBORO RD ,,GARNER,NC,27529,(919) 779-9907,2015/06/05 00:00:00+00,1 - Restaurant,-78.61583865,35.68506427,M,,Not Provided
956,04092017204,THE HICKORY TAVERN #26,1156 PARKSIDE MAIN ST ,,CARY,NC,27519,(919) 466-7802,2016/04/12 00:00:00+00,1 - Restaurant,-78.88929615,35.84835999,M,,Not Provided
957,04092017212,SUBWAY #1119,3130 INTEGRITY DR ,,GARNER,NC,27529,(919) 200-6863,2016/04/29 00:00:00+00,1 - Restaurant,-78.5817004,35.7261596,M,,Not Provided
958,04092017213,PANERA BREAD #1869,15 CABELA DR ,,GARNER,NC,27529,(919) 334-5762,2016/04/20 00:00:00+00,1 - Restaurant,-78.58702125,35.69767385,M,,Not Provided
959,04092017214,HIMALAYAN RANGE,910 NE MAYNARD RD ,,CARY,NC,27513,(919) 378-9886,2016/04/13 00:00:00+00,1 - Restaurant,-78.76838418,35.80043542,M,,Not Provided
960,04092017215,PENG'S ASIAN CUISINE,108-A FACTORY SHOPS RD ,,MORRISVILLE,NC,27560,(919) 678-5313,2016/04/22 00:00:00+00,1 - Restaurant,-78.81829034,35.86238182,M,,Not Provided
961,04092017216,SHEETZ #598,1885 N BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 567-1333,2016/04/22 00:00:00+00,1 - Restaurant,-78.80807893,35.61019279,M,,Not Provided
962,04092017217,THE MASON JAR TAVERN,305 S MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 762-5555,2016/04/28 00:00:00+00,1 - Restaurant,-78.79935735,35.58164505,M,,Not Provided
963,04092017223,EGGS UP GRILL #17,1436 N MAIN ST ,,FUQUAY-VARINA,NC,27526,(919) 285-4463,2016/05/10 00:00:00+00,1 - Restaurant,-78.77067061,35.5926073,M,,Not Provided
964,04092017224,PHO XPRESS,7841-130 ALEXANDER PROMENADE PL ,,RALEIGH,NC,27617,(919) 400-4100,2016/05/05 00:00:00+00,1 - Restaurant,-78.77695584,35.91424048,M,,Not Provided
965,04092017226,RED ROBIN #688,10 CABELA DR ,,GARNER,NC,27529,(919) 444-2142,2016/05/04 00:00:00+00,1 - Restaurant,-78.58612516,35.69744078,M,,Not Provided
966,04092017229,CAFE SAGE @HOLIDAY INN CARY,5630 DILLARD DR ,,CARY,NC,27518,(919) 851-1220,2016/05/26 00:00:00+00,1 - Restaurant,-78.73628645,35.75553527,M,,Not Provided
967,04092017233,ALOFT RDU REFUEL,10020 SELLONA ST ,,RALEIGH,NC,27617,(919) 957-8523,2016/05/26 00:00:00+00,1 - Restaurant,-78.80779441,35.89559324,M,,Not Provided
968,04092017232,TAZZA KITCHEN - SCV,600 LEDGESTONE WAY ,,CARY,NC,27519,(919) 651-8281,2016/05/10 00:00:00+00,1 - Restaurant,-78.84859333,35.79156092,M,,Not Provided
969,04092017241,TACOS ESTILO HIDALGO,748 E CHATHAM ST ,STE B,CARY,NC,27511,(919) 465-1435,2016/06/15 00:00:00+00,1 - Restaurant,-78.76514284,35.79157176,M,,Not Provided
970,04092017243,TENKO JAPAN,280 MEETING ST ,#103,CARY,NC,27518,(984) 200-0569,2016/06/17 00:00:00+00,1 - Restaurant,-78.74478994,35.75665901,M,,Not Provided
971,04092017244,WHISKEY KITCHEN,201 W MARTIN ST ,,RALEIGH,NC,27601,(919) 803-3181,2016/06/17 00:00:00+00,1 - Restaurant,-78.64215198,35.77671251,M,,Not Provided
972,04092017246,GREEK BASMA,7272 GB ALFORD HWY ,,HOLLY SPRINGS,NC,27540,(919) 285-0808,2016/06/24 00:00:00+00,1 - Restaurant,-78.83292633,35.63499737,M,,Not Provided
973,04092017248,CELLAR 55,1351 E BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 446-1156,2016/06/15 00:00:00+00,1 - Restaurant,-78.77604193,35.59548914,M,,Not Provided
974,04092017250,MIKE'S PIZZA   ITALIAN RESTAURANT,3919 NEW BERN AVE ,,RALEIGH,NC,27610,(919) 250-0700,2016/06/29 00:00:00+00,1 - Restaurant,-78.57014675,35.800455,M,,Not Provided
975,04092017252,WINGS OVER RALEIGH,2900-100 HILLSBOROUGH ST ,,RALEIGH,NC,27607,(919) 546-9111,2016/06/29 00:00:00+00,1 - Restaurant,-78.67526563,35.78961876,M,,Not Provided
976,04092017255,SONIC DRIVE-IN #4349,4648 ATLANTIC AVE ,,RALEIGH,NC,27604,(919) 876-5185,2016/07/07 00:00:00+00,1 - Restaurant,-78.60126281,35.84763241,M,,Not Provided
977,04092017254,THE CAPITAL GRILLE,4242 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 787-3901,2016/07/27 00:00:00+00,1 - Restaurant,-78.64071606,35.83798332,M,,Not Provided
978,04092017257,BRIGS AT THE FOREST,12338 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-8422,2016/07/12 00:00:00+00,1 - Restaurant,-78.54195266,35.98159662,M,,Not Provided
979,04092017259,STARBUCKS # 26652,212 HINTON OAKS BLVD ,,KNIGHTDALE,NC,27545,(919) 801-5181,2016/07/19 00:00:00+00,1 - Restaurant,-78.51259235,35.79763599,M,,Not Provided
980,04092017274,HARRIS TEETER #43 STARBUCKS,3638 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-9521,2016/06/24 00:00:00+00,1 - Restaurant,-78.50482784,35.94464405,M,,Not Provided
981,04092017276,TASTE VIETNAMESE CUISINE,152 MORRISVILLE SQUARE WAY ,,MORRISVILLE,NC,27560,(919) 234-6385,2016/08/04 00:00:00+00,1 - Restaurant,-78.82897767,35.819515,M,,Not Provided
982,04092017275,SHEETZ #600,1019 MORRISVILLE PKY ,,MORRISVILLE,NC,27560,(919) 388-0394,2016/07/07 00:00:00+00,1 - Restaurant,-78.82183184,35.80911142,M,,Not Provided
983,04092017285,SZECHUAN GARDEN MORRISVILLE,10285 CHAPEL HILL  RD ,STE 300,MORRISVILLE,NC,27560,(919) 468-6878,2016/08/16 00:00:00+00,1 - Restaurant,-78.82787824,35.83012817,M,,Not Provided
984,04092017287,HARRIS TEETER #112 STARBUCKS,270 GRANDE HEIGHTS DR ,,CARY,NC,27513,(919) 460-4326,2016/08/15 00:00:00+00,1 - Restaurant,-78.78059125,35.80471168,M,,Not Provided
985,04092017290,SAN MARCOS,5300 HOMEWOOD BANKS DR ,,RALEIGH,NC,27612,(919) 803-4393,2016/08/02 00:00:00+00,1 - Restaurant,-78.67982913,35.83702133,M,,Not Provided
986,04092017301,ESMERALDA GRILL,748 E CHATHAM ST ,SUITE J,CARY,NC,27511,(919) 377-2455,2016/08/26 00:00:00+00,1 - Restaurant,-78.76514284,35.79157176,M,,Not Provided
987,04092017302,WOLVES DEN,1060 WILLIAM MOORE DR ,,RALEIGH,NC,27606,(919) 513-6432,2016/08/12 00:00:00+00,1 - Restaurant,-78.7004872,35.79771733,M,,Not Provided
988,04092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016/08/16 00:00:00+00,1 - Restaurant,-78.58532117,35.69803519,M,,Not Provided
989,04092017312,BA-DA WINGS,6300-108 CREEDMOOR RD ,,RALEIGH,NC,27612,(919) 322-1418,2016/09/09 00:00:00+00,1 - Restaurant,-78.67834695,35.87186823,M,,Not Provided
990,04092017309,BOTTLEDOG BITES   BREWS,8306 CHAPEL HILL RD ,,CARY,NC,27513,(919) 390-1617,2016/09/08 00:00:00+00,1 - Restaurant,-78.77617019,35.79224525,M,,Not Provided
991,04092017313,STARBUCKS #8589,4325-2119 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 788-0656,2016/09/09 00:00:00+00,1 - Restaurant,-78.68184647,35.84183507,M,,Not Provided
992,04092017317,SAMS' CLUB #6976 CAFE,11460 ROYAL COTTON RD ,,WAKE FOREST,NC,27587,(919) 263-6134,2016/08/26 00:00:00+00,1 - Restaurant,-78.53862825,35.9567568,M,,Not Provided
993,04092017314,CLEAN EATZ,7461 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 748-3770,2016/09/09 00:00:00+00,1 - Restaurant,-78.64730313,35.88064315,M,,Not Provided
994,04092017318,FREDDY'S FROZEN CUSTARD   STEAKBURGERS #3207,221 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-3421,2016/09/08 00:00:00+00,1 - Restaurant,-78.84528184,35.66458162,M,,Not Provided
995,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,1 - Restaurant,-78.50759601,35.94610971,M,,Not Provided
996,04092017320,BJ'S RESTAURANT,5707 DILLARD DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 00:00:00+00,1 - Restaurant,-78.74368928,35.75540943,M,,Not Provided
997,04092017327,CHIPOTLE  #2822,1081 PINE PLAZA DR ,,APEX,NC,27502,(919) 362-5435,2016/09/20 00:00:00+00,1 - Restaurant,-78.82939058,35.74657144,M,,Not Provided
998,04092017330,GALAXY FUN PARK,14460 FALLS OF NEUSE RD ,,RALEIGH,NC,27614,(919) 584-4000,2016/09/19 00:00:00+00,1 - Restaurant,-78.54362149,35.94386897,M,,Not Provided
999,04092017333,AMC HOLLY SPRINGS 9,320 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 285-0580,2016/09/29 00:00:00+00,1 - Restaurant,-78.84365533,35.66712728,M,,Not Provided
1000,04092017340,BURGER KING #1094,6300 CAPITAL BLVD ,,RALEIGH,NC,27616-3048,(919) 872-6307,2016/10/17 00:00:00+00,1 - Restaurant,-78.5796679,35.8709239,M,,Not Provided
1001,04092017335,NEW CHINA CHEF,1769 W WILLIAMS ST ,,APEX,NC,27523-9315,(919) 363-8885,2016/10/04 00:00:00+00,1 - Restaurant,-78.87770732,35.75964659,M,,Not Provided
1002,04092017342,BURGER KING #1093,3000 CAPITAL BLVD ,,RALEIGH,NC,27604-3334,(919) 872-6291,2016/10/18 00:00:00+00,1 - Restaurant,-78.59202873,35.82022691,M,,Not Provided
1003,04092017343,CLARION POINTE WAKE FOREST FOOD SERVICE,12401 WAKE UNION CHURCH RD ,,WAKE FOREST,NC,27587,(919) 556-4007,2016/10/20 00:00:00+00,1 - Restaurant,-78.53961833,35.98418929,M,,Not Provided
1004,04092017440,LENOVO CENTER CLUB 220-B,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
1005,04092017441,LENOVO CENTER CLUB 204-B,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
1006,04092017442,LENOVO CENTER CLUB 204-A,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
1007,04092017443,LENOVO CENTER CLUB 220-A,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016/09/28 00:00:00+00,1 - Restaurant,-78.72293853,35.80324451,M,,Not Provided
1008,04092017447,HYDERABAD HOUSE BIRYANI PLACE,3735 DAVIS  DR ,STE 105,MORRISVILLE,NC,27560,(919) 924-0503,2016/11/01 00:00:00+00,1 - Restaurant,-78.85587816,35.83375434,M,,Not Provided
1009,04092017445,METRO DINER #3002,6325-73 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 578-9053,2016/09/30 00:00:00+00,1 - Restaurant,-78.62251588,35.86923291,M,,Not Provided
1010,04092017452,BLAZE PIZZA #1193,316 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 557-4990,2016/11/04 00:00:00+00,1 - Restaurant,-78.84365533,35.66712728,M,,Not Provided
1011,04092017453,CRAWFORD AND SON,618 N PERSON ST ,,RALEIGH,NC,27604,(919) 307-4647,2016/11/01 00:00:00+00,1 - Restaurant,-78.63406305,35.78882667,M,,Not Provided
1012,04092017457,BABA GHANNOUJ,2468 WALNUT ST ,,CARY,NC,27518,(919) 233-0907,2016/11/15 00:00:00+00,1 - Restaurant,-78.74427277,35.7532321,M,,Not Provided
1013,04092017461,AMORINO GELATO,137 E DAVIE ST ,,RALEIGH,NC,27601,(919) 239-4411,2016/11/15 00:00:00+00,1 - Restaurant,-78.6375318,35.77583968,M,,Not Provided
1014,04092017466,POPEYES #12346,7120 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 295-5757,2016/11/29 00:00:00+00,1 - Restaurant,-78.49002028,35.79779841,M,,Not Provided
1015,04092017468,AROMA KOREA,160 NE MAYNARD  RD ,STE 114,CARY,NC,27513,(919) 650-2696,2016/12/07 00:00:00+00,1 - Restaurant,-78.78043043,35.80237168,M,,Not Provided
1016,04092017469,TARGET CAFE #2721,3001 MARKET CENTER DR ,,MORRISVILLE,NC,27560,(919) 379-2180,2016/12/02 00:00:00+00,1 - Restaurant,-78.81583709,35.80562042,M,,Not Provided
1017,04092017470,HARRIS TEETER #118 STARBUCKS,5277 SUNSET LAKE RD ,,HOLLY SPRINGS,NC,27540,(919) 363-3059,2016/12/02 00:00:00+00,1 - Restaurant,-78.79652369,35.66679612,M,,Not Provided
1018,04092017476,G-58 CUISINE,10958 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 466-8858,2016/12/15 00:00:00+00,1 - Restaurant,-78.84202716,35.85633474,M,,Not Provided
1019,04092017482,SAKURA 8,2634 TIMBER DR ,,GARNER,NC,27529,(984) 233-5100,2016/11/23 00:00:00+00,1 - Restaurant,-78.63679232,35.71605085,M,,Not Provided
1020,04092017483,ZAXBY'S #60701,20 EAGLE WING WAY ,,GARNER,NC,27529,(919) 773-0061,2016/11/28 00:00:00+00,1 - Restaurant,-78.58765158,35.69781777,M,,Not Provided
1021,04092017484,CHOPT,420 DANIELS ST ,,RALEIGH,NC,27605,(919) 670-2333,2016/12/08 00:00:00+00,1 - Restaurant,-78.6602578,35.78996917,M,,Not Provided
1022,04092017485,CITY MARKET SUSHI,315 BLAKE ST ,,RALEIGH,NC,27601,(919) 322-1987,2016/12/01 00:00:00+00,1 - Restaurant,-78.6356103,35.77622718,M,,Not Provided
